Rank,ID,Category,Skills_Total,Skills_Matched,Skills_Missing,Match_Score,Matched_Skills,Missing_Skills,Category_Level,Weighted_Score,TFIDF_Score,Combined_Score
668,34797369,Poor Match,8,3,23,11.5,"['word', 'excel', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'hris', 'recruitment']",Poor Match (Reject),11.5,8.0,10.4
669,98379112,Poor Match,9,3,23,11.5,"['payroll', 'compliance', 'microsoft office']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),11.5,13.3,12.0
670,17108676,Poor Match,6,3,23,11.5,"['word', 'excel', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'hris', 'recruitment']",Poor Match (Reject),11.5,6.4,10.0
671,74236636,Poor Match,6,3,23,11.5,"['compliance', 'word', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,12.5,11.8
672,25608963,Poor Match,6,3,23,11.5,"['compliance', 'word', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,6.7,10.1
673,32081266,Poor Match,11,3,23,11.5,"['word', 'microsoft office', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,2.2,8.7
674,33527446,Poor Match,6,3,23,11.5,"['payroll', 'excel', 'kronos']","['performance management', 'benefits', 'ada', 'employment law', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'recruitment']",Poor Match (Reject),11.5,5.8,9.8
675,19545827,Poor Match,5,3,23,11.5,"['payroll', 'excel', 'microsoft office']","['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'hris', 'conflict resolution']",Poor Match (Reject),11.5,8.5,10.6
676,43685045,Poor Match,5,3,23,11.5,"['payroll', 'compliance', 'excel']","['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),11.5,12.2,11.7
677,21794875,Poor Match,6,3,23,11.5,"['word', 'microsoft office', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,6.4,10.0
678,39675895,Poor Match,7,3,23,11.5,"['employee relations', 'excel', 'compensation']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'shrm', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'recruitment']",Poor Match (Reject),11.5,10.5,11.2
679,74512244,Poor Match,6,3,23,11.5,"['payroll', 'excel', 'microsoft office']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'recruitment']",Poor Match (Reject),11.5,13.3,12.0
680,54934269,Poor Match,3,3,23,11.5,"['excel', 'microsoft office', 'word']","['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'hris', 'conflict resolution']",Poor Match (Reject),11.5,35.7,18.8
681,37374340,Poor Match,7,3,23,11.5,"['payroll', 'compliance', 'benefits']","['performance management', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),11.5,7.8,10.4
682,38907798,Poor Match,6,3,23,11.5,"['word', 'excel', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'hris', 'recruitment']",Poor Match (Reject),11.5,7.6,10.3
683,38225199,Poor Match,7,3,23,11.5,"['word', 'microsoft office', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,9.9,11.0
684,14106638,Poor Match,6,3,23,11.5,"['payroll', 'compliance', 'recruitment']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel']",Poor Match (Reject),11.5,3.9,9.2
685,47276718,Poor Match,6,3,23,11.5,"['word', 'excel', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'hris', 'recruitment']",Poor Match (Reject),11.5,8.4,10.6
686,18753367,Poor Match,8,3,23,11.5,"['compliance', 'microsoft office', 'orientation']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),11.5,7.6,10.3
687,26456899,Poor Match,7,3,23,11.5,"['word', 'excel', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'hris', 'recruitment']",Poor Match (Reject),11.5,38.8,19.7
688,19234823,Poor Match,6,3,23,11.5,"['payroll', 'word', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,6.1,9.9
689,17254634,Poor Match,6,3,23,11.5,"['word', 'excel', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'hris', 'recruitment']",Poor Match (Reject),11.5,9.0,10.7
690,17880988,Poor Match,3,3,23,11.5,"['excel', 'performance management', 'microsoft office']","['benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'conflict resolution']",Poor Match (Reject),11.5,10.1,11.1
691,15011085,Poor Match,7,3,23,11.5,"['payroll', 'microsoft office', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),11.5,7.2,10.2
692,23354541,Poor Match,3,3,23,11.5,"['compliance', 'excel', 'word']","['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),11.5,9.6,10.9
693,29494962,Poor Match,6,3,23,11.5,"['payroll', 'microsoft office', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),11.5,6.9,10.1
694,59403481,Poor Match,5,3,23,11.5,"['payroll', 'compliance', 'excel']","['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),11.5,3.5,9.1
695,25846894,Poor Match,6,3,23,11.5,"['payroll', 'word', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,8.6,10.6
696,95970987,Poor Match,7,3,23,11.5,"['excel', 'benefits', 'orientation']","['performance management', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'recruitment']",Poor Match (Reject),11.5,7.5,10.3
697,15337481,Poor Match,4,3,23,11.5,"['compliance', 'benefits', 'conflict resolution']","['performance management', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),11.5,4.1,9.3
698,75950464,Poor Match,7,3,23,11.5,"['word', 'benefits', 'excel']","['performance management', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,15.0,12.5
699,14708590,Poor Match,4,3,23,11.5,"['compliance', 'dental', 'benefits']","['performance management', 'ada', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),11.5,2.9,8.9
700,13909762,Poor Match,5,3,23,11.5,"['payroll', 'word', 'excel']","['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),11.5,7.4,10.3
701,39115899,Poor Match,6,3,23,11.5,"['word', 'microsoft office', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,13.0,12.0
702,13072354,Poor Match,9,3,23,11.5,"['excel', 'microsoft office', 'conflict resolution']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'recruitment']",Poor Match (Reject),11.5,10.8,11.3
703,14491649,Poor Match,7,3,23,11.5,"['word', 'excel', 'powerpoint']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'hris', 'recruitment']",Poor Match (Reject),11.5,8.4,10.6
704,30813919,Poor Match,6,3,23,11.5,"['compliance', 'performance management', 'microsoft office']","['benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),11.5,8.5,10.6
705,29177904,Poor Match,9,3,23,11.5,"['payroll', 'word', 'excel']","['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'hris', 'recruitment']",Poor Match (Reject),11.5,7.3,10.2
